ID,Full_Date_Collected,Month_Collected,Collectors,Weather,County,Locality,GPS_Cords,Time_Collected,Temp_When_Captured_F,Sex,Genus,Species,Date_Ran,Vial#_orControl,Mass_Before_CTmin_g,TC_CTmin_orControl,Start_Time_CTmin,End_Time_CTmin,CTmin_C,Mass_After_CTmin_g,TC_CTmax_orControl,Start_Time_CTmax,End_Time_CTmax,CTmax_C,Mass_After_CTmax_g,Vial_Mass_g,Field_Notes,Bee_Notes,Data_Notes
AMV0395,2023-Jun-05,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:15,67,NA,NA,NA,2023-Jun-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,ESCAPED IN THE LAB,
AMV0396,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:49,67,,Bombus?,,2023-Jun-07,Control2,6.9629,Control2,NA,NA,NA,6.9489,Control2,NA,NA,NA,6.9406,6.6963,,,
AMV0397,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:50,67,,Bombus?,,2023-Jun-07,5,6.8799,5,12:54,13:36,1.76,6.8665,5,14:18,15:44,62.70,6.8323,6.6676,,Clinging to top of vial a lot during CTmax,
AMV0398,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:51,67,,Bombus?,,2023-Jun-07,20,6.7776,22,12:54,13:39,0.19,6.7694,3,14:18,15:30,56.06,6.7538,6.6239,,,
AMV0399,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:52,67,,Andrena?,,2023-Jun-07,6,6.7057,9,12:54,13:40,-1.40,6.7048,10,14:18,15:15,50.89,6.6969,6.6153,,,
AMV0400,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:53,67,,Andrena?,,2023-Jun-07,10,6.7060,14,12:54,NA,NA,6.7058,14,14:18,15:13,49.48,6.6992,6.6319,,"Never reached CTmin by -8 C, put on CTmax machine out of curiosity",
AMV0401,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:54,67,,Andrena?,,2023-Jun-07,22,6.6232,19,12:54,13:40,-1.65,6.6218,24,14:18,15:18,49.92,6.6189,6.5608,,,
AMV0402,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:56,67,,Andrena?,,2023-Jun-07,12,6.6849,24,12:54,13:43,-1.58,6.6832,19,14:18,15:16,50.47,6.6756,6.5988,,,
AMV0403,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:57,67,,Andrena?,,2023-Jun-07,Control1,6.7957,Control1,NA,NA,NA,6.7937,Control1,NA,NA,NA,6.7936,6.7035,,,
AMV0404,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,67,,Bombus?,,2023-Jun-07,15,6.7512,16,12:54,13:39,-0.09,6.7502,16,14:18,15:18,52.33,6.7407,6.6239,,,
AMV0405,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:00,67,,Bombus?,,2023-Jun-07,2,6.8415,3,12:54,13:38,0.99,6.8341,2,14:18,15:33,58.19,6.8097,6.6622,,,
AMV0406,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:01,67,,Bombus?,,2023-Jun-07,4,6.8976,11,12:54,13:42,-3.02,6.8863,11,14:18,15:46,68.34,6.8497,6.6287,,Clinging to top of vial a lot during CTmax,
AMV0407,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:08,67,,Andrena?,,2023-Jun-07,18,6.6567,18,12:54,13:39,-1.53,6.6562,18,14:18,15:11,48.45,6.6520,6.6090,,,
AMV0408,2023-Jun-07,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:11,68,,Bombus?,,2023-Jun-07,8,6.8081,8,12:54,13:37,0.02,6.8006,22,14:18,15:29,55.89,6.7883,6.6634,,,
AMV0409,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:37,62,,Bombus?,,2023-Jun-08,19,6.7710,7,12:43,13:24,0.27,6.7666,5,14:06,15:22,56.92,6.7533,6.6202,,,
AMV0410,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:39,62,,Andrena?,,2023-Jun-08,23,6.6504,14,12:43,13:27,-2.60,6.6495,19,14:06,15:03,48.99,6.6430,6.6020,,,
AMV0411,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:46,62,,Bombus?,,2023-Jun-08,16,6.8606,19,12:43,13:22,1.04,6.8512,22,14:06,15:17,54.72,6.8347,6.7231,,,
AMV0412,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:47,62,,Bombus?,,2023-Jun-08,24,6.8213,24,12:43,13:29,-0.81,6.8194,11,14:06,15:14,56.31,6.8052,6.6764,,,
AMV0413,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:48,62,,Bombus?,,2023-Jun-08,Control1,6.7924,Control1,NA,NA,NA,6.7815,Control1,NA,NA,NA,6.7701,6.6186,,,
AMV0414,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:52,62,,Bombus?,,2023-Jun-08,7,6.8540,5,12:43,13:42,-5.94,6.8475,1,14:06,15:27,60.65,6.8207,6.6304,,Clinging to top of vial a lot during CTmax,
AMV0415,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:53,62,,Bombus?,,2023-Jun-08,3,6.8563,3,12:43,13:36,-3.68,6.8399,3,14:06,15:29,60.79,6.8006,6.6670,,Clinging to top of vial a lot during CTmax,
AMV0416,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:54,62,,Bombus?,,2023-Jun-08,17,6.7187,16,12:43,13:30,-1.82,6.7183,17,14:06,15:10,53.68,6.7063,6.6128,,,
AMV0417,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:00,62,,Bombus?,,2023-Jun-08,11,6.7881,1,12:43,13:29,-0.75,6.7748,24,14:06,15:20,56.05,6.7612,6.6185,,,
AMV0418,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:00,62,,Bombus?,,2023-Jun-08,21,6.7894,21,12:43,13:25,1.19,6.7872,21,14:06,15:10,51.47,6.7772,6.6898,,,
AMV0419,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:00,62,,Bombus?,,2023-Jun-08,13,6.7235,13,12:43,13:28,-3.12,6.7197,13,14:06,15:11,53.75,6.7080,6.5818,,,
AMV0420,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:02,62,,Bombus?,,2023-Jun-08,9,6.7174,12,12:43,13:25,-0.83,6.7167,4,14:06,15:10,51.06,6.7082,6.6093,,,
AMV0421,2023-Jun-08,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:03,62,,Andrena?,,2023-Jun-08,1,6.7557,9,12:43,13:30,-2.59,6.7535,14,14:06,15:05,50.44,6.7443,6.6490,,,
AMV0422,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:12,62,,Bombus?,,2023-Jun-13,3,6.8348,3,12:10,12:57,1.06,6.8266,3,13:35,14:52,55.48,6.7982,6.6695,,,
AMV0423,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:14,62,,Bombus?,,2023-Jun-13,15,6.7425,15,12:10,13:06,-5.82,6.7411,15,13:35,14:42,55.57,6.7323,6.6078,,,
AMV0424,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:15,62,,Bombus?,,2023-Jun-13,8,6.7863,8,12:10,13:02,-3.42,6.7828,24,13:35,14:49,56.15,6.7673,6.6074,,,
AMV0425,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:16,62,,Bombus?,,2023-Jun-13,6,6.7914,16,12:10,13:06,-5.65,6.7820,16,13:35,14:54,61.92,6.7515,6.5998,,,In CTmin didn't curl but stopped moving so we took it off and called its cue
AMV0426,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:17,62,,Bombus?,,2023-Jun-13,22,6.7434,22,12:10,NA,NA,6.7417,22,13:35,14:50,56.73,6.7233,6.5573,,,"Missed Ctmin cue, no obvious cue seen but we stopped it at 5.64 at 1:11 pm since we believe we missed its cue. We do have Ctmax data but going to exclude from analysis since we did not see it reach CTmin"
AMV0427,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:18,62,,Bombus?,,2023-Jun-13,17,6.7712,18,12:10,12:56,-0.42,6.7702,17,13:35,14:43,55.98,6.7574,6.6145,,,
AMV0428,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:21,62,,Bombus?,,2023-Jun-13,14,6.8335,14,12:10,13:08,-6.78,6.8272,14,13:35,14:48,58.25,6.8077,6.6687,,,
AMV0429,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:23,63,,Bombus?,,2023-Jun-13,13,6.7404,13,12:10,12:54,-0.13,6.7362,13,13:35,14:41,54.25,6.7118,6.5772,,,
AMV0430,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:24,63,,Bombus?,,2023-Jun-13,2,6.8292,1,12:10,13:08,-3.24,6.8226,2,13:35,14:50,55.84,6.8073,6.6630,,,
AMV0431,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:25,63,,Bombus?,,2023-Jun-13,4,6.7255,4,12:10,12:58,0.44,6.7216,4,13:35,14:45,54.17,6.7096,6.6028,,,
AMV0432,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:26,63,,Bombus?,,2023-Jun-13,19,6.8044,19,12:10,12:55,-0.17,6.7997,19,13:35,14:52,59.00,6.7828,6.6031,,,
AMV0433,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:27,63,,Bombus?,,2023-Jun-13,11,6.7897,11,12:10,13:06,-5.69,6.7890,11,13:35,14:44,56.89,6.7720,6.6137,,,
AMV0434,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:30,63,,Bombus?,,2023-Jun-13,Control1,6.8923,Control1,NA,NA,NA,6.8825,Control1,NA,NA,NA,6.8750,6.6955,,,
AMV0435,2023-Jun-13,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:31,63,,Bombus?,,2023-Jun-13,10,6.7782,12,12:10,12:56,-0.74,6.7738,10,13:35,14:40,53.83,6.7554,6.6339,,,
AMV0436,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:08,66,,Bombus?,,2023-Jun-15,23,6.7936,22,12:43,13:33,0.40,6.7786,23,14:14,15:33,57.78,6.7497,6.6024,,Bee looks wet during the CTmax trial (hair is wet and more patted down),
AMV0437,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:21,67,,Bombus?,,2023-Jun-15,11,6.8208,11,12:43,13:38,-3.66,6.8166,11,14:14,15:30,60.41,6.7942,6.6322,,,
AMV0438,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:22,67,,Bombus?,,2023-Jun-15,1,6.8643,1,12:43,13:32,0.94,6.8559,1,14:14,15:26,55.07,6.8300,6.6458,,,
AMV0439,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:23,67,,Bombus?,,2023-Jun-15,14,6.7573,14,12:43,13:30,-0.43,6.7531,14,14:14,15:20,54.38,6.7333,6.6164,,,
AMV0440,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:24,67,,Bombus?,,2023-Jun-15,7,6.9063,7,12:43,NA,NA,6.8968,NA,NA,NA,NA,6.8808,6.6761,,,DID NOT REACH CTMIN after -8 C so did not use for CTmax
AMV0441,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:26,67,,Bombus?,,2023-Jun-15,21,6.7734,21,12:43,13:34,-0.04,6.7715,21,14:14,NA,NA,6.7621,6.6595,,,Acting wierd
AMV0442,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:27,67,,Bombus?,,2023-Jun-15,20,6.8392,20,12:43,13:39,-2.25,6.8305,20,14:14,15:48,68.28,6.7968,6.6274,,Bee withstood an amazing time in CTmax!,
AMV0443,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:37,67,,Bombus?,,2023-Jun-15,16,6.9002,16,12:43,13:31,0.21,6.8982,16,14:14,15:24,56.40,6.8853,6.7287,,,
AMV0444,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:39,67,,Bombus?,,2023-Jun-15,Control1,6.9493,Control1,NA,NA,NA,6.9402,Control1,NA,NA,NA,6.9296,6.6710,,,
AMV0445,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:39,67,,Bombus?,,2023-Jun-15,13,6.6904,13,12:43,13:29,-0.57,6.6903,13,14:14,NA,NA,6.6851,6.5735,,,"Was acting wierd in the CTmax assay, spasms wierdly so we took off and don't plan to include in analysis"
AMV0446,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:40,67,,Bombus?,,2023-Jun-15,9,6.8199,9,12:43,13:35,-2.23,6.8134,19,14:14,15:39,63.31,6.7843,6.6345,,,
AMV0447,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:42,67,,Bombus?,,2023-Jun-15,5,6.9354,5,12:43,13:36,-0.78,6.9343,5,14:14,15:23,52.53,6.9223,6.7411,,,
AMV0448,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:43,67,,Bombus?,,2023-Jun-15,3,6.8076,3,12:43,13:35,-0.37,6.8020,3,14:14,15:21,52.31,6.7883,6.6599,,,
AMV0449,2023-Jun-15,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:44,67,,Bombus?,,2023-Jun-15,18,6.8158,18,12:43,NA,NA,6.8123,NA,NA,NA,NA,6.8004,6.6200,,,DID NOT REACH CTMIN after -8 C so did not use for CTmax
AMV0450,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:09,68,,Bombus?,,2023-Jun-17,20,6.8333,20,12:33,13:24,-2.40,6.8318,24,14:00,15:21,59.75,6.8095,6.6686,,,
AMV0451,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:12,68,,Bombus?,,2023-Jun-17,10,6.8583,9,12:33,NA,NA,6.8513,NA,NA,NA,NA,6.8388,6.6344,,,DID NOT REACH CTMIN after -8 C so did not use for CTmax
AMV0452,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:22,69,,Bombus?,,2023-Jun-17,19,6.8324,19,12:33,13:32,-6.30,6.8219,19,14:00,15:13,57.31,6.7736,6.6262,,,
AMV0453,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:23,69,,Bombus?,,2023-Jun-17,14,6.6134,14,12:33,13:18,-0.02,6.6134,14,14:00,14:45,43.61,6.6125,6.6037,,,
AMV0454,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:30,69,,Andrena?,,2023-Jun-17,4,6.7866,4,12:33,13:23,-0.02,6.7784,4,14:00,15:17,57.74,6.7547,6.5916,,,
AMV0455,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:31,69,,Bombus?,,2023-Jun-17,11,6.7439,11,12:33,13:20,-0.96,6.7364,11,14:00,15:01,52.97,6.7201,6.6185,,,
AMV0456,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:32,69,,Bombus?,,2023-Jun-17,Control1,6.9062,Control1,NA,NA,NA,6.8915,Control1,NA,NA,NA,6.8783,6.6709,,,
AMV0457,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:33,69,,Bombus?,,2023-Jun-17,17,6.8740,16,12:33,13:24,-1.67,6.8620,17,14:00,15:18,60.91,6.8381,6.5985,,,
AMV0458,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:43,69,,Bombus?,,2023-Jun-17,2,6.8228,1,12:33,13:27,-1.90,6.8193,2,14:00,15:12,55.70,6.8028,6.6562,,,
AMV0459,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:44,69,,Bombus?,,2023-Jun-17,8,6.9746,8,12:33,13:25,-3.11,6.9589,10,14:00,15:25,64.20,6.9259,6.6892,,"Bee peed in the vial during CTmax, made it wet",
AMV0460,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:45,69,,Bombus?,,2023-Jun-17,22,6.7144,22,12:33,13:21,0.42,6.7056,22,14:00,15:10,54.19,6.6895,6.5538,,,
AMV0461,2023-Jun-17,June,Alejandro_Medina_Valencia,Sunny_Partial_Clouds,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:46,69,,Bombus?,,2023-Jun-17,5,6.8235,5,12:33,13:22,0.13,6.8220,5,14:00,NA,NA,6.8145,6.6804,,,"Missed CTmax cue, took off around 44.3C at 2:50"
AMV0462,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:26,71,Male,Anthidium,Ant. manicatum,2023-Jun-19,19,6.7670,19,12:51,13:31,2.61,6.7669,19,13:57,15:02,52.91,6.7572,6.6189,,,
AMV0463,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:42,72,Female,Anthidium,Ant. manicatum,2023-Jun-19,17,6.7045,18,12:51,13:33,2.06,6.7045,17,13:57,15:09,57.89,6.6935,6.6022,,,
AMV0464,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:47,72,Female,Anthidium,Ant. manicatum,2023-Jun-19,16,6.8333,24,12:51,13:34,2.82,6.8332,24,13:57,15:14,57.41,6.8224,6.7391,,,
AMV0465,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:49,72,Female,Anthidium,Ant. manicatum,2023-Jun-19,10,6.7252,3,12:51,13:35,2.39,6.7254,10,13:57,15:12,59.20,6.7158,6.6277,,,
AMV0466,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:54,73,Female,Anthidium,Ant. manicatum,2023-Jun-19,21,6.7539,21,12:51,13:32,3.49,6.7523,21,13:57,NA,NA,6.7407,6.6615,,,"Missed CTmax cue, we do have the video so we could look back to see its cue"
AMV0467,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:15,74,Female,Anthidium,Ant. manicatum,2023-Jun-19,5,6.7810,5,12:51,13:33,2.87,6.7808,5,13:57,15:09,54.90,6.7698,6.6689,,,
AMV0468,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:28,75,Female,Anthidium,Ant. manicatum,2023-Jun-19,14,6.6954,14,12:51,13:30,2.85,6.6943,14,13:57,15:11,58.41,6.6802,6.6158,,,
AMV0469,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:29,75,Male,Anthidium,Ant. manicatum,2023-Jun-19,2,6.7732,1,12:51,13:35,2.39,6.7731,2,13:57,15:16,59.27,6.7587,6.6534,,,
AMV0470,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:07,77,Female,Anthidium,Ant. manicatum,2023-Jun-19,8,6.8219,9,12:51,13:35,0.42,6.8213,23,13:57,15:15,55.40,6.8069,6.7297,,,
AMV0471,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:08,77,Male,Anthidium,Ant. manicatum,2023-Jun-19,12,6.7125,12,12:51,13:32,1.36,6.7111,12,13:57,15:06,56.75,6.7017,6.6072,,,
AMV0472,2023-Jun-19,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:13,78,Male,Anthidium,Ant. manicatum,2023-Jun-19,Control1,6.7808,Control1,NA,NA,NA,6.7783,Control1,NA,NA,NA,6.7744,6.6496,,,
AMV0473,2023-Jun-20,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:14,71,Male,Anthidium,Ant. oblongatum,2023-Jun-20,9,6.7062,9,12:12,12:52,2.74,6.7061,24,13:16,14:30,55.86,6.6987,6.6240,Actually caught in front of ASI,,
AMV0474,2023-Jun-20,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:16,71,Male,Anthidium,Ant. oblongatum,2023-Jun-20,17,6.7205,18,12:12,12:52,2.37,6.7203,17,13:16,14:22,54.57,6.7144,6.6504,Actually caught in front of ASI,,
AMV0475,2023-Jun-20,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:24,71,Female,Anthidium,Ant. oblongatum,2023-Jun-20,7,6.7048,7,12:12,12:54,1.64,6.7047,14,13:16,14:26,56.34,6.6989,6.6471,Actually caught in front of ASI,,
AMV0476,2023-Jun-20,June,"Grace_Gutierrez, Alejandro_Medina_Valencia",Cloudy,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:45,72,Male,Anthidium,Ant. manicatum,2023-Jun-20,21,6.8215,24,12:12,12:55,2.66,6.8211,21,13:16,14:31,56.78,6.8089,6.6597,,,
